t,eta
150.6,-0.34775
150.7,-0.35393
150.8,-0.34683
150.9,-0.32574
151,-0.29476
151.1,-0.23523
151.2,-0.15795
151.3,-0.078378
151.4,0.013655
151.5,0.14168
151.6,0.29215
151.7,0.43456
151.8,0.54994
151.9,0.63724
152,0.6986
152.1,0.73687
152.2,0.77258
152.3,0.81528
152.4,0.84572
152.5,0.82753
152.6,0.77359
152.7,0.70304
152.8,0.61349
152.9,0.51567
153,0.43655
153.1,0.37495
153.2,0.33282
153.3,0.30073
153.4,0.25428
153.5,0.20528
153.6,0.13302
153.7,0.039877
153.8,-0.064595
153.9,-0.15817
154,-0.26931
154.1,-0.38061
154.2,-0.48958
154.3,-0.58414
154.4,-0.64638
154.5,-0.67719
154.6,-0.662
154.7,-0.59057
154.8,-0.49746
154.9,-0.411
155,-0.33231
155.1,-0.24184
155.2,-0.16694
155.3,-0.11103
155.4,-0.086431
155.5,-0.082187
155.6,-0.075862
155.7,-0.08892
155.8,-0.11194
155.9,-0.13447
156,-0.17271
156.1,-0.2305
156.2,-0.27816
156.3,-0.2774
156.4,-0.2381
156.5,-0.16564
156.6,-0.073161
156.7,-0.0097268
156.8,0.029938
156.9,0.05361
157,0.066586
157.1,0.089154
157.2,0.12146
157.3,0.17426
157.4,0.22203
157.5,0.26062
157.6,0.29946
157.7,0.32676
157.8,0.34358
157.9,0.35688
158,0.35424
158.1,0.33693
158.2,0.3031
158.3,0.25007
158.4,0.18769
158.5,0.15102
158.6,0.13666
158.7,0.12442
158.8,0.12506
158.9,0.14721
159,0.1878
159.1,0.23032
159.2,0.25949
159.3,0.29354
159.4,0.33873
159.5,0.39247
159.6,0.44482
159.7,0.47668
159.8,0.48585
159.9,0.47803
160,0.46654
160.1,0.45923
160.2,0.43665
160.3,0.39591
160.4,0.34444
160.5,0.2894
160.6,0.2036
160.7,0.098308
160.8,-0.015433
160.9,-0.13709
161,-0.25941
161.1,-0.38221
161.2,-0.49961
161.3,-0.63294
161.4,-0.77968
161.5,-0.91807
161.6,-1.0267
161.7,-1.1147
161.8,-1.1734
161.9,-1.1995
162,-1.1983
162.1,-1.1761
162.2,-1.1406
162.3,-1.1036
162.4,-1.0501
162.5,-0.97518
162.6,-0.87272
162.7,-0.74933
162.8,-0.59491
162.9,-0.42508
163,-0.26296
163.1,-0.12409
163.2,-0.015524
163.3,0.058945
163.4,0.099109
163.5,0.11446
163.6,0.11111
163.7,0.10627
163.8,0.084367
163.9,0.063514
164,0.063801
164.1,0.064016
164.2,0.058804
164.3,0.063485
164.4,0.093017
164.5,0.15583
164.6,0.25428
164.7,0.36216
164.8,0.50033
164.9,0.66826
165,0.8399
165.1,1.0036
165.2,1.1519
165.3,1.2631
165.4,1.337
165.5,1.3766
165.6,1.4071
165.7,1.424
165.8,1.4335
165.9,1.4278
166,1.3943
166.1,1.3297
166.2,1.2511
166.3,1.17
166.4,1.0791
166.5,0.99319
166.6,0.88871
166.7,0.76405
166.8,0.64156
166.9,0.51945
167,0.39339
167.1,0.26017
167.2,0.1216
167.3,-0.015275
167.4,-0.171
167.5,-0.35196
167.6,-0.5412
167.7,-0.72977
167.8,-0.91612
167.9,-1.0915
168,-1.2546
168.1,-1.3826
168.2,-1.4816
168.3,-1.5426
168.4,-1.5664
168.5,-1.556
168.6,-1.5255
168.7,-1.4836
168.8,-1.4432
168.9,-1.3965
169,-1.3435
169.1,-1.3041
169.2,-1.2746
169.3,-1.2426
169.4,-1.2013
169.5,-1.1359
169.6,-1.0327
169.7,-0.90042
169.8,-0.73469
169.9,-0.55112
170,-0.35681
170.1,-0.17328
170.2,0.0041788
170.3,0.16154
170.4,0.28899
170.5,0.40856
170.6,0.52271
170.7,0.62142
170.8,0.70598
170.9,0.77056
171,0.82916
171.1,0.88699
171.2,0.93294
171.3,0.94945
171.4,0.92711
171.5,0.88246
171.6,0.82319
171.7,0.74313
171.8,0.65949
171.9,0.59261
172,0.55298
172.1,0.50578
172.2,0.45985
172.3,0.4318
172.4,0.429
172.5,0.44629
172.6,0.45352
172.7,0.44764
172.8,0.41663
172.9,0.36904
173,0.30306
173.1,0.25375
173.2,0.22005
173.3,0.20132
173.4,0.20535
173.5,0.22355
173.6,0.25664
173.7,0.30588
173.8,0.36163
173.9,0.43702
174,0.50663
174.1,0.54216
174.2,0.5487
174.3,0.53679
174.4,0.49571
174.5,0.43212
174.6,0.33089
174.7,0.20307
174.8,0.070727
174.9,-0.061736
175,-0.18399
175.1,-0.29495
175.2,-0.40584
175.3,-0.52532
175.4,-0.65709
175.5,-0.77419
175.6,-0.87768
175.7,-0.95624
175.8,-1.0118
175.9,-1.0385
176,-1.0462
176.1,-1.0599
176.2,-1.0937
176.3,-1.0959
176.4,-1.0775
176.5,-1.0479
176.6,-1.0069
176.7,-0.96355
176.8,-0.91368
176.9,-0.85338
177,-0.78344
177.1,-0.68569
177.2,-0.55739
177.3,-0.41988
177.4,-0.27039
177.5,-0.11852
177.6,0.0038933
177.7,0.11465
177.8,0.23698
177.9,0.33391
178,0.38955
178.1,0.42006
178.2,0.45708
178.3,0.48736
178.4,0.50028
178.5,0.52089
178.6,0.55871
178.7,0.63064
178.8,0.73028
178.9,0.83905
179,0.97625
179.1,1.1246
179.2,1.2524
179.3,1.3352
179.4,1.3939
179.5,1.444
179.6,1.4753
179.7,1.4759
179.8,1.453
179.9,1.3907
180,1.2865
180.1,1.1561
180.2,1.0031
180.3,0.82884
180.4,0.65727
180.5,0.50177
180.6,0.34109
180.7,0.19358
180.8,0.03758
180.9,-0.11935
181,-0.29181
181.1,-0.44647
181.2,-0.5732
181.3,-0.68484
181.4,-0.80042
181.5,-0.92076
181.6,-1.0532
181.7,-1.1959
181.8,-1.322
181.9,-1.44
182,-1.5542
182.1,-1.6594
182.2,-1.7622
182.3,-1.8539
182.4,-1.9163
182.5,-1.9409
182.6,-1.9081
182.7,-1.8312
182.8,-1.728
182.9,-1.6008
183,-1.4603
183.1,-1.292
183.2,-1.1179
183.3,-0.93955
183.4,-0.75245
183.5,-0.55947
183.6,-0.36359
183.7,-0.17488
183.8,0.018406
183.9,0.20196
184,0.36025
184.1,0.49449
184.2,0.62476
184.3,0.76264
184.4,0.90906
184.5,1.0656
184.6,1.2279
184.7,1.3826
184.8,1.5213
184.9,1.6508
185,1.7396
185.1,1.7843
185.2,1.8064
185.3,1.8126
185.4,1.7961
185.5,1.7358
185.6,1.6532
185.7,1.5428
185.8,1.4063
185.9,1.2638
186,1.1019
186.1,0.96267
186.2,0.8485
186.3,0.72172
186.4,0.60896
186.5,0.51829
186.6,0.43122
186.7,0.33596
186.8,0.22348
186.9,0.10827
187,-0.0067103
187.1,-0.12272
187.2,-0.23196
187.3,-0.33384
187.4,-0.43081
187.5,-0.50352
187.6,-0.55854
187.7,-0.59242
187.8,-0.61342
187.9,-0.63187
188,-0.65463
188.1,-0.69779
188.2,-0.7621
188.3,-0.83378
188.4,-0.87661
188.5,-0.91206
188.6,-0.93286
188.7,-0.93734
188.8,-0.93034
188.9,-0.91339
189,-0.90276
189.1,-0.87543
189.2,-0.83945
189.3,-0.79038
189.4,-0.72478
189.5,-0.65739
189.6,-0.59919
189.7,-0.54217
189.8,-0.50913
189.9,-0.47968
190,-0.46111
190.1,-0.44263
190.2,-0.41856
190.3,-0.40075
190.4,-0.39465
190.5,-0.40822
190.6,-0.42609
190.7,-0.42783
190.8,-0.42142
190.9,-0.42334
191,-0.43505
191.1,-0.43189
191.2,-0.40649
191.3,-0.35809
191.4,-0.28746
191.5,-0.19731
191.6,-0.07478
191.7,0.051896
191.8,0.15959
191.9,0.24711
192,0.31976
192.1,0.37993
192.2,0.43988
192.3,0.51152
192.4,0.57662
192.5,0.63579
192.6,0.69039
192.7,0.72933
192.8,0.76323
192.9,0.8048
193,0.82988
193.1,0.83504
193.2,0.81819
193.3,0.77155
193.4,0.71233
193.5,0.67289
193.6,0.64736
193.7,0.61257
193.8,0.56718
193.9,0.52178
194,0.51134
194.1,0.5404
194.2,0.60319
194.3,0.69842
194.4,0.80223
194.5,0.90065
194.6,0.98216
194.7,1.0641
194.8,1.1289
194.9,1.1549
195,1.1333
195.1,1.1049
195.2,1.0748
195.3,1.032
195.4,0.98204
195.5,0.90009
195.6,0.78103
195.7,0.64265
195.8,0.47015
195.9,0.27411
196,0.072005
196.1,-0.12472
196.2,-0.3056
196.3,-0.49505
196.4,-0.6791
196.5,-0.85987
196.6,-1.0459
196.7,-1.223
196.8,-1.4027
196.9,-1.5812
197,-1.7554
197.1,-1.9321
197.2,-2.1028
197.3,-2.2351
197.4,-2.3188
197.5,-2.3579
197.6,-2.3516
197.7,-2.2925
197.8,-2.1851
197.9,-2.0419
198,-1.8823
198.1,-1.7109
198.2,-1.54
198.3,-1.3549
198.4,-1.1778
198.5,-1.0224
198.6,-0.89297
198.7,-0.79564
198.8,-0.68745
198.9,-0.56486
199,-0.43511
199.1,-0.28928
199.2,-0.13378
199.3,0.043818
199.4,0.23562
199.5,0.44406
199.6,0.65816
199.7,0.8602
199.8,1.0337
199.9,1.2024
200,1.3826
200.1,1.5518
200.2,1.7034
200.3,1.8401
200.4,1.955
200.5,2.0632
200.6,2.1749
200.7,2.2706
200.8,2.3457
200.9,2.4036
201,2.435
201.1,2.4601
201.2,2.4414
201.3,2.3796
201.4,2.2803
201.5,2.1371
201.6,1.9568
201.7,1.7467
201.8,1.5175
201.9,1.2767
202,1.0398
202.1,0.79717
202.2,0.57177
202.3,0.36117
202.4,0.1785
202.5,0.000401
202.6,-0.17506
202.7,-0.34422
202.8,-0.49864
202.9,-0.6369
203,-0.78088
203.1,-0.95532
203.2,-1.1475
203.3,-1.3312
203.4,-1.5066
203.5,-1.6632
203.6,-1.8075
203.7,-1.9488
203.8,-2.087
203.9,-2.2174
204,-2.3327
204.1,-2.4276
204.2,-2.4752
204.3,-2.4686
204.4,-2.422
204.5,-2.3223
204.6,-2.1887
204.7,-2.0302
204.8,-1.8483
204.9,-1.6732
205,-1.516
205.1,-1.3481
205.2,-1.1721
205.3,-0.98183
205.4,-0.78188
205.5,-0.58743
205.6,-0.38499
205.7,-0.18561
205.8,-0.00045087
205.9,0.18228
206,0.37337
206.1,0.56351
206.2,0.73379
206.3,0.88724
206.4,1.0375
206.5,1.1951
206.6,1.3568
206.7,1.5029
206.8,1.6124
206.9,1.6853
207,1.738
207.1,1.778
207.2,1.7798
207.3,1.7193
207.4,1.6252
207.5,1.5126
207.6,1.3973
207.7,1.2611
207.8,1.1213
207.9,0.99825
208,0.8873
208.1,0.80424
208.2,0.73215
208.3,0.65904
208.4,0.60293
208.5,0.54132
208.6,0.46165
208.7,0.38925
208.8,0.32966
208.9,0.26649
209,0.18577
209.1,0.1144
209.2,0.051957
209.3,-0.0083208
209.4,-0.064181
209.5,-0.12427
209.6,-0.18912
209.7,-0.23939
209.8,-0.28069
209.9,-0.31179
210,-0.31603
210.1,-0.29112
210.2,-0.2654
210.3,-0.26502
210.4,-0.27783
210.5,-0.30122
210.6,-0.34614
210.7,-0.39349
210.8,-0.43672
210.9,-0.46966
211,-0.49361
211.1,-0.49771
211.2,-0.50644
211.3,-0.51465
211.4,-0.50183
211.5,-0.46263
211.6,-0.41129
211.7,-0.37808
211.8,-0.36952
211.9,-0.37967
212,-0.41151
212.1,-0.47566
212.2,-0.53383
212.3,-0.56825
212.4,-0.59999
212.5,-0.61471
212.6,-0.61078
212.7,-0.61309
212.8,-0.63144
212.9,-0.67071
213,-0.71895
213.1,-0.7566
213.2,-0.78626
213.3,-0.81996
213.4,-0.83947
213.5,-0.83824
213.6,-0.80108
213.7,-0.71376
213.8,-0.59839
213.9,-0.46847
214,-0.32283
214.1,-0.16988
214.2,-0.019281
214.3,0.13287
214.4,0.2867
214.5,0.43463
214.6,0.58423
214.7,0.74485
214.8,0.9085
214.9,1.0609
215,1.1917
215.1,1.2894
215.2,1.3469
215.3,1.3785
215.4,1.4052
215.5,1.4415
215.6,1.4888
215.7,1.5169
215.8,1.5405
215.9,1.5337
216,1.4963
216.1,1.4271
216.2,1.3225
216.3,1.1621
216.4,0.95611
216.5,0.72357
216.6,0.46728
216.7,0.20534
216.8,-0.056617
216.9,-0.30986
217,-0.54269
217.1,-0.73592
217.2,-0.90039
217.3,-1.0496
217.4,-1.1726
217.5,-1.2983
217.6,-1.4346
217.7,-1.5559
217.8,-1.6301
217.9,-1.6584
218,-1.6623
218.1,-1.6308
218.2,-1.5719
218.3,-1.499
218.4,-1.4366
218.5,-1.3557
218.6,-1.2398
218.7,-1.1147
218.8,-0.9802
218.9,-0.82683
219,-0.65829
219.1,-0.46853
219.2,-0.28156
219.3,-0.106
219.4,0.031504
219.5,0.14878
219.6,0.26035
219.7,0.37055
219.8,0.47891
219.9,0.60845
220,0.73819
220.1,0.86326
220.2,1.002
220.3,1.1463
220.4,1.2989
220.5,1.4457
220.6,1.5681
220.7,1.6687
220.8,1.7526
220.9,1.8146
221,1.8727
221.1,1.9088
221.2,1.8957
221.3,1.8307
221.4,1.739
221.5,1.6207
221.6,1.4873
221.7,1.3282
221.8,1.1342
221.9,0.90488
222,0.65448
222.1,0.37643
222.2,0.085099
222.3,-0.20621
222.4,-0.48346
222.5,-0.74411
222.6,-0.98208
222.7,-1.1769
222.8,-1.3164
222.9,-1.4027
223,-1.4541
223.1,-1.4894
223.2,-1.5179
223.3,-1.5305
223.4,-1.5264
223.5,-1.4996
223.6,-1.4417
223.7,-1.3554
223.8,-1.2651
223.9,-1.2017
224,-1.1434
224.1,-1.0595
224.2,-0.97205
224.3,-0.88682
224.4,-0.81469
224.5,-0.74086
224.6,-0.66798
224.7,-0.57784
224.8,-0.47384
224.9,-0.36424
225,-0.25741
225.1,-0.16816
225.2,-0.09462
225.3,-0.056671
225.4,-0.054274
225.5,-0.06372
225.6,-0.056768
225.7,-0.042656
225.8,-0.03229
225.9,-0.014693
226,0.0058949
226.1,0.019058
226.2,0.014222
226.3,0.0052281
226.4,0.0053187
226.5,0.030842
226.6,0.083956
226.7,0.1621
226.8,0.24319
226.9,0.32258
227,0.40615
227.1,0.50022
227.2,0.58608
227.3,0.65495
227.4,0.70811
227.5,0.75611
227.6,0.77893
227.7,0.78495
227.8,0.7806
227.9,0.78994
228,0.79832
228.1,0.79439
228.2,0.7842
228.3,0.76726
228.4,0.75714
228.5,0.75389
228.6,0.76895
228.7,0.78805
228.8,0.77604
228.9,0.72785
229,0.65893
229.1,0.58631
229.2,0.51582
229.3,0.46204
229.4,0.41953
229.5,0.38794
229.6,0.3535
229.7,0.34255
229.8,0.35973
229.9,0.374
230,0.39111
230.1,0.39222
230.2,0.38642
230.3,0.37743
230.4,0.35954
230.5,0.3402
230.6,0.3197
230.7,0.28642
230.8,0.26096
230.9,0.2388
231,0.20033
231.1,0.15807
231.2,0.11648
231.3,0.050429
231.4,-0.030835
231.5,-0.12973
231.6,-0.25879
231.7,-0.42318
231.8,-0.59097
231.9,-0.7542
232,-0.91456
232.1,-1.0773
232.2,-1.2382
232.3,-1.3932
232.4,-1.5316
232.5,-1.636
232.6,-1.706
232.7,-1.7378
232.8,-1.7313
232.9,-1.6881
233,-1.6206
233.1,-1.5261
233.2,-1.4236
233.3,-1.3266
233.4,-1.2334
233.5,-1.1339
233.6,-1.0194
233.7,-0.89285
233.8,-0.75896
233.9,-0.62741
234,-0.49761
234.1,-0.36895
234.2,-0.24508
234.3,-0.12086
234.4,-0.0046877
234.5,0.10516
234.6,0.19762
234.7,0.28119
234.8,0.36491
234.9,0.46008
235,0.56763
235.1,0.66684
235.2,0.76516
235.3,0.85044
235.4,0.93573
235.5,1.0193
235.6,1.0853
235.7,1.1243
235.8,1.1283
235.9,1.12
236,1.1054
236.1,1.1173
236.2,1.135
236.3,1.1496
236.4,1.1512
236.5,1.129
236.6,1.1019
236.7,1.0757
236.8,1.0248
236.9,0.95081
237,0.85881
237.1,0.75477
237.2,0.63265
237.3,0.52387
237.4,0.43069
237.5,0.35747
237.6,0.28061
237.7,0.19705
237.8,0.12139
237.9,0.057273
238,-0.0038277
238.1,-0.060929
238.2,-0.11737
238.3,-0.15881
238.4,-0.18532
238.5,-0.18906
238.6,-0.17983
238.7,-0.1799
238.8,-0.18515
238.9,-0.18829
239,-0.18799
239.1,-0.17768
239.2,-0.16871
239.3,-0.17123
239.4,-0.15874
239.5,-0.15906
239.6,-0.17552
239.7,-0.19639
239.8,-0.23202
239.9,-0.27197
240,-0.31545
240.1,-0.35412
240.2,-0.40915
240.3,-0.49524
240.4,-0.59666
240.5,-0.68577
240.6,-0.75341
240.7,-0.81161
240.8,-0.83492
240.9,-0.84524
241,-0.85597
241.1,-0.85083
241.2,-0.82011
241.3,-0.78946
241.4,-0.7557
241.5,-0.70816
241.6,-0.669
241.7,-0.61549
241.8,-0.53307
241.9,-0.42895
242,-0.32453
242.1,-0.22879
242.2,-0.13823
242.3,-0.054346
242.4,0.032295
242.5,0.11193
242.6,0.19956
242.7,0.27835
242.8,0.35344
242.9,0.423
243,0.49498
243.1,0.55858
243.2,0.61261
243.3,0.6357
243.4,0.6364
243.5,0.59824
243.6,0.52216
243.7,0.44022
243.8,0.35243
243.9,0.27695
244,0.20732
244.1,0.1405
244.2,0.07389
244.3,0.025137
244.4,0.0094259
244.5,0.037265
244.6,0.098349
244.7,0.14865
244.8,0.1725
244.9,0.18731
245,0.18831
245.1,0.179
245.2,0.18613
245.3,0.19948
245.4,0.21586
245.5,0.24056
245.6,0.26811
245.7,0.26091
245.8,0.22045
245.9,0.15611
246,0.05595
246.1,-0.041803
246.2,-0.13566
246.3,-0.20379
246.4,-0.25641
246.5,-0.29756
246.6,-0.32239
246.7,-0.33664
246.8,-0.33978
246.9,-0.32543
247,-0.30884
247.1,-0.24689
247.2,-0.16845
247.3,-0.10458
247.4,-0.057871
247.5,-0.017898
247.6,0.028733
247.7,0.078068
247.8,0.13318
247.9,0.17507
248,0.20634
248.1,0.22811
248.2,0.23897
248.3,0.24922
248.4,0.28115
248.5,0.3037
248.6,0.29968
248.7,0.31433
248.8,0.3581
248.9,0.42072
249,0.49013
249.1,0.54502
249.2,0.55649
249.3,0.53468
249.4,0.49021
249.5,0.42522
249.6,0.32006
249.7,0.19684
249.8,0.065575
249.9,-0.048254
250,-0.13845
250.1,-0.21959
250.2,-0.29119
250.3,-0.33229
250.4,-0.34927
250.5,-0.34797
250.6,-0.37168
250.7,-0.42377
250.8,-0.48423
250.9,-0.54439
251,-0.60573
251.1,-0.66612
251.2,-0.70187
251.3,-0.70622
251.4,-0.68403
251.5,-0.63541
251.6,-0.58355
251.7,-0.54034
251.8,-0.49171
251.9,-0.42541
252,-0.36393
252.1,-0.30347
252.2,-0.24415
252.3,-0.18063
252.4,-0.09536
252.5,-0.0079842
252.6,0.05977
252.7,0.1334
252.8,0.17239
252.9,0.16478
253,0.12896
253.1,0.088152
253.2,0.063798
253.3,0.047745
253.4,0.032755
253.5,0.016807
253.6,0.014273
253.7,0.03144
253.8,0.085546
253.9,0.16711
254,0.24941
254.1,0.34294
254.2,0.42958
254.3,0.50014
254.4,0.56455
254.5,0.60683
254.6,0.62802
254.7,0.64841
254.8,0.66304
254.9,0.65842
255,0.6143
255.1,0.55115
255.2,0.47829
255.3,0.40137
255.4,0.31318
255.5,0.22658
255.6,0.15312
255.7,0.069906
255.8,-0.016002
255.9,-0.10548
256,-0.2145
256.1,-0.34339
256.2,-0.47194
256.3,-0.58148
256.4,-0.67564
256.5,-0.74734
256.6,-0.76278
256.7,-0.74814
256.8,-0.69976
256.9,-0.59316
257,-0.45492
257.1,-0.31785
257.2,-0.17983
257.3,-0.04779
257.4,0.078468
257.5,0.19725
257.6,0.31049
257.7,0.40999
257.8,0.49394
257.9,0.57026
258,0.63125
258.1,0.66712
258.2,0.68008
258.3,0.66468
258.4,0.61156
258.5,0.52394
258.6,0.40709
258.7,0.29742
258.8,0.19598
258.9,0.096783
259,0.0086227
259.1,-0.079576
259.2,-0.1601
259.3,-0.23119
259.4,-0.28039
259.5,-0.29715
259.6,-0.29193
259.7,-0.29768
259.8,-0.29932
259.9,-0.28843
260,-0.2653
260.1,-0.24
260.2,-0.23813
260.3,-0.25249
260.4,-0.25317
260.5,-0.25863
260.6,-0.28922
260.7,-0.32794
260.8,-0.35914
260.9,-0.38005
261,-0.41127
261.1,-0.45136
261.2,-0.47117
261.3,-0.46222
261.4,-0.44066
261.5,-0.3958
261.6,-0.33352
261.7,-0.25396
261.8,-0.17846
261.9,-0.12714
262,-0.08658
262.1,-0.06555
262.2,-0.069069
262.3,-0.09263
262.4,-0.12919
262.5,-0.15243
262.6,-0.15553
262.7,-0.13611
262.8,-0.098077
262.9,-0.041769
263,0.044282
263.1,0.15725
263.2,0.2803
263.3,0.41144
263.4,0.54743
263.5,0.68313
263.6,0.81487
263.7,0.90893
263.8,0.97189
263.9,0.98913
264,0.97913
264.1,0.94368
264.2,0.87486
264.3,0.776
264.4,0.64342
264.5,0.50873
264.6,0.40151
264.7,0.31333
264.8,0.22758
264.9,0.14065
265,0.054673
265.1,-0.037963
265.2,-0.11504
265.3,-0.14936
265.4,-0.15659
265.5,-0.16219
265.6,-0.17284
265.7,-0.21101
265.8,-0.26639
265.9,-0.3352
266,-0.41548
266.1,-0.49114
266.2,-0.5671
266.3,-0.63953
266.4,-0.68771
266.5,-0.71116
266.6,-0.72545
266.7,-0.71564
266.8,-0.69853
266.9,-0.68517
267,-0.65586
267.1,-0.63333
267.2,-0.59745
267.3,-0.5393
267.4,-0.45476
267.5,-0.34442
267.6,-0.23123
267.7,-0.12308
267.8,-0.0069406
267.9,0.12394
268,0.25159
268.1,0.37658
268.2,0.47627
268.3,0.53498
268.4,0.53783
268.5,0.51843
268.6,0.49238
268.7,0.45231
268.8,0.38579
268.9,0.31084
269,0.25413
269.1,0.2061
269.2,0.17001
269.3,0.13279
269.4,0.10386
269.5,0.098535
269.6,0.11381
269.7,0.15394
269.8,0.22559
269.9,0.29244
270,0.35559
270.1,0.42529
270.2,0.49103
270.3,0.56682
270.4,0.63378
270.5,0.67014
270.6,0.68939
270.7,0.69099
270.8,0.65078
270.9,0.58193
271,0.48561
271.1,0.36658
271.2,0.2088
271.3,0.016263
271.4,-0.18938
271.5,-0.39915
271.6,-0.59398
271.7,-0.76776
271.8,-0.89778
271.9,-0.9905
272,-1.0552
272.1,-1.0948
272.2,-1.1089
272.3,-1.119
272.4,-1.1132
272.5,-1.0996
272.6,-1.07
272.7,-1.0329
272.8,-0.97904
272.9,-0.92065
273,-0.85108
273.1,-0.78714
273.2,-0.73697
273.3,-0.67326
273.4,-0.5768
273.5,-0.45398
273.6,-0.31221
273.7,-0.16167
273.8,-0.0094362
273.9,0.13856
274,0.26749
274.1,0.39404
274.2,0.50512
274.3,0.59999
274.4,0.67697
274.5,0.71233
274.6,0.72651
274.7,0.73537
274.8,0.74938
274.9,0.76335
275,0.78738
275.1,0.82612
275.2,0.88646
275.3,0.95925
275.4,1.0191
275.5,1.0814
275.6,1.1565
275.7,1.2105
275.8,1.2199
275.9,1.2226
276,1.1951
276.1,1.1288
276.2,1.0299
276.3,0.92481
276.4,0.85441
276.5,0.79322
276.6,0.70533
276.7,0.58669
276.8,0.46402
276.9,0.36131
277,0.27801
277.1,0.18258
277.2,0.059635
277.3,-0.064711
277.4,-0.17696
277.5,-0.28049
277.6,-0.369
277.7,-0.45769
277.8,-0.54302
277.9,-0.61521
278,-0.69745
278.1,-0.79643
278.2,-0.89027
278.3,-0.97753
278.4,-1.0479
278.5,-1.1325
278.6,-1.2231
278.7,-1.3058
278.8,-1.38
278.9,-1.4245
279,-1.4412
279.1,-1.4474
279.2,-1.4423
279.3,-1.4302
279.4,-1.4077
279.5,-1.3901
279.6,-1.3712
279.7,-1.3221
279.8,-1.2224
279.9,-1.0901
280,-0.93239
280.1,-0.75738
280.2,-0.5846
280.3,-0.42466
280.4,-0.27545
280.5,-0.14011
280.6,-0.018411
280.7,0.09816
280.8,0.19022
280.9,0.27345
281,0.35782
281.1,0.45404
281.2,0.55876
281.3,0.6704
281.4,0.79305
281.5,0.91491
281.6,1.0218
281.7,1.1183
281.8,1.2188
281.9,1.316
282,1.3854
282.1,1.4265
282.2,1.454
282.3,1.4749
282.4,1.4862
282.5,1.4736
282.6,1.4345
282.7,1.3721
282.8,1.2813
282.9,1.1779
283,1.0768
283.1,0.98433
283.2,0.90101
283.3,0.81302
283.4,0.72161
283.5,0.63087
283.6,0.53956
283.7,0.45392
283.8,0.38298
283.9,0.3321
284,0.28866
284.1,0.24496
284.2,0.18165
284.3,0.10521
284.4,0.022243
284.5,-0.073793
284.6,-0.1885
284.7,-0.32326
284.8,-0.45088
284.9,-0.55482
285,-0.6447
285.1,-0.73084
285.2,-0.81112
285.3,-0.87158
285.4,-0.91607
285.5,-0.95081
285.6,-1.0204
285.7,-1.104
285.8,-1.1715
285.9,-1.2369
286,-1.2944
286.1,-1.3476
286.2,-1.3969
286.3,-1.4335
286.4,-1.4519
286.5,-1.4775
286.6,-1.4829
286.7,-1.4682
286.8,-1.463
286.9,-1.4477
287,-1.4019
287.1,-1.3432
287.2,-1.2513
287.3,-1.1173
287.4,-0.93387
287.5,-0.71134
287.6,-0.49163
287.7,-0.2835
287.8,-0.091768
287.9,0.086701
288,0.25406
288.1,0.43078
288.2,0.59466
288.3,0.75193
288.4,0.92292
288.5,1.0861
288.6,1.2436
288.7,1.4128
288.8,1.5788
288.9,1.6939
289,1.7488
289.1,1.7765
289.2,1.7936
289.3,1.8026
289.4,1.7969
289.5,1.754
289.6,1.6731
289.7,1.572
289.8,1.4585
289.9,1.3206
290,1.1722
290.1,1.0301
290.2,0.90093
290.3,0.75668
290.4,0.60306
290.5,0.4569
290.6,0.32792
290.7,0.21067
290.8,0.11071
290.9,0.034754
291,-0.020236
291.1,-0.038824
291.2,-0.022475
291.3,0.0081338
291.4,0.030132
291.5,0.044498
291.6,0.047001
291.7,0.022558
291.8,-0.024175
291.9,-0.10067
292,-0.22028
292.1,-0.35753
292.2,-0.52191
292.3,-0.71326
292.4,-0.90766
292.5,-1.0665
292.6,-1.1995
292.7,-1.3127
292.8,-1.4238
292.9,-1.5326
293,-1.6264
293.1,-1.7081
293.2,-1.7783
293.3,-1.8245
293.4,-1.8428
293.5,-1.8437
293.6,-1.811
293.7,-1.7503
293.8,-1.6607
293.9,-1.5603
294,-1.4537
294.1,-1.3322
294.2,-1.1783
294.3,-0.98589
294.4,-0.77723
294.5,-0.5645
294.6,-0.34877
294.7,-0.13939
294.8,0.044346
294.9,0.17532
295,0.27002
295.1,0.3736
295.2,0.49508
295.3,0.60985
295.4,0.72125
295.5,0.85419
295.6,1.0052
295.7,1.1547
295.8,1.2904
295.9,1.4051
296,1.5044
296.1,1.5838
296.2,1.6404
296.3,1.672
296.4,1.6731
296.5,1.6545
296.6,1.6232
296.7,1.5985
296.8,1.587
296.9,1.5734
297,1.5355
297.1,1.4964
297.2,1.4546
297.3,1.4043
297.4,1.3379
297.5,1.2434
297.6,1.1112
297.7,0.95763
297.8,0.78961
297.9,0.59658
298,0.40254
298.1,0.23199
298.2,0.079392
298.3,-0.093554
298.4,-0.24991
298.5,-0.37203
298.6,-0.48518
298.7,-0.59745
298.8,-0.71689
298.9,-0.822
299,-0.88875
299.1,-0.92788
299.2,-0.93245
299.3,-0.90843
299.4,-0.8624
299.5,-0.8189
299.6,-0.79281
299.7,-0.77482
299.8,-0.77231
299.9,-0.78176
300,-0.81192
300.1,-0.84252
300.2,-0.88586
300.3,-0.95127
300.4,-1.0491
300.5,-1.1548
300.6,-1.2543
300.7,-1.3492
300.8,-1.4109
300.9,-1.422
301,-1.3941
301.1,-1.343
301.2,-1.2585
301.3,-1.1465
301.4,-1.0108
301.5,-0.85501
301.6,-0.70215
